mkt , date    , ADV_ISSUES, DEC_ISSUES, UNCH_ISSUES, ADV_VOLUME, DEC_VOLUME, UNCH_VOLUME ,   NEW_HIGHS, NEW_LOWS

AMEX, 2002-02-01, 312       , 379       , 195        , 22109710  , 106050440 , 2967610     ,            ,         
AMEX, 2002-02-04, 232       , 490       , 234        , 10349520  , 153664635 , 1515910     ,            ,         
AMEX, 2002-02-05, 265       , 427       , 204        , 17146430  , 161069215 , 9091230     ,            ,         
AMEX, 2002-02-06, 231       , 432       , 248        , 14587918  , 167046070 , 1882140     ,            ,         
AMEX, 2002-02-07, 294       , 386       , 294        , 24104760  , 155345555 , 1914700     ,            ,         
AMEX, 2002-02-08, 433       , 276       , 238        , 140828610 , 9220310   , 4648070     ,            ,         
AMEX, 2002-02-11, 445       , 282       , 217        , 106188250 , 10004900  , 1614400     ,            ,         
AMEX, 2002-02-12, 299       , 406       , 200        , 15244750  , 88017460  , 2442890     ,            ,         
AMEX, 2002-02-13, 403       , 286       , 250        , 107491460 , 17239500  , 1838900     ,            ,         
AMEX, 2002-02-14, 326       , 375       , 227        , 23793080  , 124016750 , 2079570     ,            ,         
AMEX, 2002-02-15, 296       , 389       , 270        , 15057400  , 131046385 , 884900      ,            ,         
AMEX, 2002-02-19, 237       , 474       , 249        , 8203020   , 129556040 , 2195500     ,            ,         
AMEX, 2002-02-20, 400       , 311       , 264        , 178375850 , 15373610  , 1572540     ,            ,         
AMEX, 2002-02-21, 274       , 400       , 296        , 22525610  , 176082875 , 1285500     ,            ,         
AMEX, 2002-02-22, 419       , 287       , 179        , 167528600 , 17523440  , 1477300     ,            ,         
AMEX, 2002-02-25, 429       , 310       , 178        , 149427700 , 14172730  , 1969680     ,            ,         
AMEX, 2002-02-26, 380       , 325       , 241        , 24135690  , 148573855 , 1238430     ,            ,         
AMEX, 2002-02-27, 356       , 319       , 193        , 68884700  , 121055680 , 2697290     ,            ,         
AMEX, 2002-02-28, 394       , 310       , 223        , 21156780  , 149330955 , 2383000     ,            ,         
AMEX, 2002-03-01, 457       , 243       , 201        , 162402010 , 7417400   , 1784700     ,            ,         
AMEX, 2002-03-04, 463       , 279       , 178        , 195774070 , 11310410  , 2343620     ,            ,         
AMEX, 2002-03-05, 355       , 355       , 240        , 119296960 , 55265810  , 5095950     ,            ,         
AMEX, 2002-03-06, 433       , 260       , 261        , 150881370 , 13659670  , 2198600     ,            ,         
AMEX, 2002-03-07, 348       , 364       , 209        , 112781850 , 51842450  , 1617090     ,            ,         
AMEX, 2002-03-08, 395       , 311       , 180        , 139292455 , 20573900  , 3368400     ,            ,         
AMEX, 2002-03-11, 410       , 308       , 233        , 42340770  , 87976420  , 3807000     ,            ,         
AMEX, 2002-03-12, 292       , 408       , 247        , 29674300  , 123486160 , 1532700     ,            ,         
AMEX, 2002-03-13, 290       , 396       , 265        , 16310420  , 130158240 , 1111800     ,            ,         
AMEX, 2002-03-14, 320       , 337       , 241        , 24988810  , 104214220 , 3749300     ,            ,         
AMEX, 2002-03-15, 431       , 269       , 212        , 131841220 , 16495600  , 2813200     ,            ,         
AMEX, 2002-03-18, 390       , 341       , 181        , 131261940 , 19243820  , 1603500     ,            ,         
AMEX, 2002-03-19, 401       , 320       , 241        , 55283060  , 72682590  , 2831600     ,            ,         
AMEX, 2002-03-20, 240       , 483       , 237        , 8705205   , 123918540 , 3361070     ,            ,         
AMEX, 2002-03-21, 399       , 341       , 200        , 150761810 , 22825400  , 4643640     ,            ,         
AMEX, 2002-03-22, 336       , 364       , 232        , 20651040  , 117953800 , 2205310     ,            ,         
AMEX, 2002-03-25, 254       , 454       , 261        , 15298500  , 149244330 , 2236000     ,            ,         
AMEX, 2002-03-26, 398       , 316       , 220        , 146139100 , 18215600  , 4362800     ,            ,         
AMEX, 2002-03-27, 413       , 304       , 237        , 62881000  , 77559900  , 2883950     ,            ,         
AMEX, 2002-03-28, 477       , 257       , 229        , 87679485  , 44148180  , 1685970     ,            ,         
AMEX, 2002-04-01, 367       , 357       , 227        , 118593880 , 22904000  , 3230170     ,            ,         
AMEX, 2002-04-03, 285       , 423       , 272        , 11359450  , 161475900 , 2535100     ,            ,         
AMEX, 2002-04-04, 351       , 363       , 215        , 20640500  , 145260390 , 2790630     ,            ,         
AMEX, 2002-04-05, 357       , 345       , 253        , 43606690  , 97319070  , 1702130     ,            ,         
AMEX, 2002-04-08, 348       , 367       , 259        , 114007900 , 23349905  , 2508600     ,            ,         
AMEX, 2002-04-09, 323       , 398       , 261        , 11884150  , 134646500 , 2157100     ,            ,         
AMEX, 2002-04-10, 430       , 283       , 239        , 152986780 , 9101820   , 2346400     ,            ,         
AMEX, 2002-04-11, 260       , 470       , 233        , 9891440   , 150939910 , 2572360     ,            ,         
AMEX, 2002-04-12, 442       , 269       , 259        , 128195565 , 19674630  , 2578800     ,            ,         
AMEX, 2002-04-15, 352       , 389       , 214        , 90209960  , 40661210  , 2041000     ,            ,         
AMEX, 2002-04-16, 491       , 239       , 248        , 126580770 , 13237400  , 2251500     ,            ,         
AMEX, 2002-04-17, 399       , 343       , 200        , 37225290  , 113079590 , 2583820     ,            ,         
AMEX, 2002-04-23, 345       , 386       , 231        , 25577520  , 116733400 , 4447100     ,            ,         
AMEX, 2002-04-24, 310       , 393       , 261        , 20896660  , 127368270 , 3066400     ,            ,         
AMEX, 2002-04-25, 322       , 397       , 261        , 69858400  , 130674920 , 3132830     ,            ,         
AMEX, 2002-04-26, 266       , 453       , 211        , 23413000  , 162385705 , 2776500     ,            ,         
AMEX, 2002-04-29, 269       , 462       , 222        , 100357650 , 62952290  , 2711300     ,            ,         
AMEX, 2002-04-30, 468       , 281       , 233        , 153552220 , 22690800  , 1932320     ,            ,         
AMEX, 2002-05-01, 418       , 308       , 220        , 71645370  , 127379250 , 2059360     ,            ,         
AMEX, 2002-05-02, 357       , 363       , 238        , 29155380  , 130714810 , 3683800     ,            ,         
AMEX, 2002-05-03, 317       , 408       , 254        , 24053030  , 149536450 , 2208000     ,            ,         
AMEX, 2002-05-06, 284       , 451       , 90         , 13540400  , 163654370 , 2957500     ,            ,         
AMEX, 2002-05-07, 314       , 456       , 96         , 26935770  , 151719410 , 6034100     ,            ,         
AMEX, 2002-05-08, 499       , 249       , 97         , 224387750 , 10880090  , 2034850     ,            ,         
AMEX, 2002-05-09, 271       , 429       , 115        , 9442950   , 162127420 , 2643550     ,            ,         
AMEX, 2002-05-10, 270       , 441       , 110        , 18180680  , 166760820 , 2593300     ,            ,         
AMEX, 2002-05-13, 429       , 304       , 110        , 152975700 , 13971680  , 1597010     ,            ,         
AMEX, 2002-05-14, 477       , 267       , 102        , 179250490 , 21858335  , 3797450     ,            ,         
AMEX, 2002-05-15, 348       , 374       , 101        , 176178500 , 69076225  , 2820800     ,            ,         
AMEX, 2002-05-16, 377       , 343       , 122        , 144503550 , 15661300  , 2295150     ,            ,         
AMEX, 2002-05-17, 439       , 305       , 115        , 155318250 , 15251640  , 3693900     ,            ,         
AMEX, 2002-05-20, 258       , 463       , 121        , 42665400  , 116759100 , 2384000     ,            ,         
AMEX, 2002-05-21, 282       , 445       , 111        , 14112560  , 172451300 , 6351400     ,            ,         
AMEX, 2002-05-22, 324       , 388       , 117        , 168459500 , 22306510  , 1800090     ,            ,         
AMEX, 2002-05-23, 418       , 298       , 102        , 157836950 , 24133035  , 6515330     ,            ,         
AMEX, 2002-05-24, 302       , 416       , 98         , 21824520  , 100847645 , 3272800     ,            ,         
AMEX, 2002-05-28, 320       , 410       , 102        , 26336600  , 124787490 , 3911400     ,            ,         
AMEX, 2002-05-29, 305       , 432       , 103        , 24798540  , 129797600 , 1893160     ,            ,         
AMEX, 2002-05-30, 312       , 405       , 106        , 114977050 , 73386440  , 1296250     ,            ,         
AMEX, 2002-05-31, 411       , 308       , 115        , 59461440  , 109035200 , 5597260     ,            ,         
AMEX, 2002-06-03, 238       , 489       , 91         , 26061295  , 148414790 , 1612650     ,            ,         
AMEX, 2002-06-04, 287       , 426       , 105        , 160200690 , 51603520  , 1874610     ,            ,         
AMEX, 2002-06-05, 339       , 352       , 118        , 146407050 , 40034930  , 1653400     ,            ,         
AMEX, 2002-06-07, 307       , 364       , 124        , 26489890  , 172474500 , 2707020     ,            ,         
AMEX, 2002-06-10, 338       , 391       , 105        , 38634565  , 114814000 , 2033525     ,            ,         
AMEX, 2002-06-11, 285       , 429       , 93         , 29444310  , 146564820 , 1319200     ,            ,         
AMEX, 2002-06-12, 339       , 410       , 96         , 216909840 , 35100390  , 1568500     ,            ,         
AMEX, 2002-06-13, 312       , 389       , 107        , 21828970  , 154041550 , 2431400     ,            ,         
AMEX, 2002-06-14, 305       , 443       , 93         , 45337150  , 195408420 , 1453420     ,            ,         
AMEX, 2002-06-18, 359       , 348       , 116        , 134147430 , 23243350  , 1691400     ,            ,         
AMEX, 2002-06-19, 191       , 528       , 116        , 15959750  , 157770380 , 2068300     ,            ,         
AMEX, 2002-06-21, 307       , 413       , 100        , 31048570  , 173465990 , 1530100     ,            ,         
AMEX, 2002-06-24, 328       , 436       , 111        , 230877204 , 26917204  , 3036570     ,            ,         
AMEX, 2002-06-25, 308       , 432       , 49         , 19176760  , 218188054 , 3000850     ,            ,         
AMEX, 2002-06-26, 270       , 467       , 61         , 80917200  , 190732383 , 1988250     ,            ,         
AMEX, 2002-06-27, 478       , 248       , 61         , 209112802 , 18271270  , 2462250     ,            ,         
AMEX, 2002-06-28, 449       , 292       , 57         , 33699504  , 161396542 , 2439050     ,            ,         
AMEX, 2002-07-01, 241       , 495       , 55         , 18666550  , 121826442 , 1727250     ,            ,         
AMEX, 2002-07-02, 181       , 543       , 49         , 7050530   , 211730658 , 2042050     ,            ,         
AMEX, 2002-07-03, 322       , 421       , 54         , 168372309 , 30343340  , 2241260     ,            ,         
AMEX, 2002-07-04, 322       , 421       , 54         , 168384861 , 30343340  , 2241310     ,            ,         
AMEX, 2002-07-05, 431       , 183       , 57         , 74900235  , 7494210   , 979550      ,            ,         
AMEX, 2002-07-08, 323       , 418       , 43         , 15400930  , 154042236 , 2213800     ,            ,         
AMEX, 2002-07-09, 326       , 412       , 53         , 23605450  , 149564396 , 1473700     ,            ,         
AMEX, 2002-07-10, 245       , 511       , 55         , 12207180  , 213823450 , 5006050     ,            ,         
AMEX, 2002-07-11, 281       , 486       , 59         , 266895314 , 49232901  , 1939900     ,            ,         
AMEX, 2002-07-12, 309       , 430       , 62         , 26918310  , 82051429  , 131847040   ,            ,         
AMEX, 2002-07-15, 250       , 519       , 57         , 262528799 , 45823900  , 5662050     ,            ,         
AMEX, 2002-07-16, 342       , 406       , 51         , 24823100  , 255986052 , 3396960     ,            ,         
AMEX, 2002-07-17, 398       , 322       , 57         , 252742548 , 24619630  , 2179860     ,            ,         
AMEX, 2002-07-18, 237       , 467       , 57         , 11831935  , 186558148 , 5199700     ,            ,         
AMEX, 2002-07-19, 200       , 537       , 46         , 14627620  , 261334200 , 1551515     ,            ,         
AMEX, 2002-07-22, 156       , 630       , 45         , 6758820   , 322359296 , 3799600     ,            ,         
AMEX, 2002-07-23, 177       , 609       , 47         , 4731660   , 316269292 , 2250250     ,            ,         
AMEX, 2002-07-24, 410       , 365       , 45         , 397326368 , 16920440  , 8550950     ,            ,         
AMEX, 2002-07-25, 346       , 401       , 50         , 30661000  , 316129638 , 1484960     ,            ,         
AMEX, 2002-07-26, 417       , 321       , 50         , 172086936 , 36126951  , 2451090     ,            ,         
AMEX, 2002-07-29, 560       , 220       , 38         , 223538118 , 9889280   , 2206700     ,            ,         
AMEX, 2002-07-30, 404       , 338       , 53         , 230216661 , 17675190  , 2093500     ,            ,         
AMEX, 2002-07-31, 368       , 340       , 52         , 89777361  , 124767069 , 1572250     ,            ,         
AMEX, 2002-08-01, 283       , 417       , 55         , 12553560  , 203415501 , 1404890     ,            ,         
AMEX, 2002-08-02, 242       , 452       , 54         , 14894250  , 192592811 , 1794425     ,            ,         
AMEX, 2002-08-05, 186       , 538       , 43         , 10788350  , 180983882 , 2040800     ,            ,         
AMEX, 2002-08-06, 484       , 237       , 54         , 223758281 , 8741060   , 2229350     ,            ,         
AMEX, 2002-08-07, 427       , 290       , 52         , 229130003 , 11026850  , 1189830     ,            ,         
AMEX, 2002-08-08, 437       , 264       , 61         , 215521543 , 11833660  , 1701200     ,            ,         
AMEX, 2002-08-09, 391       , 306       , 59         , 82108081  , 107169125 , 2400300     ,            ,         
AMEX, 2002-08-12, 342       , 366       , 54         , 81252079  , 51679900  , 2492150     ,            ,         
AMEX, 2002-08-13, 251       , 365       , 53         , 7755032   , 102022865 , 1416375     ,            ,         
AMEX, 2002-08-14, 352       , 215       , 44         , 116989969 , 10908630  , 2032212     ,            ,         
AMEX, 2002-08-15, 360       , 260       , 45         , 120116281 , 8309600   , 2640850     ,            ,         
AMEX, 2002-08-16, 311       , 259       , 52         , 65924143  , 39024781  , 2151750     ,            ,         
AMEX, 2002-08-19, 353       , 266       , 43         , 82194364  , 13243830  , 952870      ,            ,         
AMEX, 2002-08-20, 251       , 362       , 53         , 9887200   , 91323550  , 2333620     ,            ,         
AMEX, 2002-08-21, 364       , 247       , 50         , 101789853 , 10611450  , 1868800     ,            ,         
AMEX, 2002-08-22, 402       , 227       , 51         , 92582142  , 9264640   , 1826550     ,            ,         
AMEX, 2002-08-23, 252       , 366       , 46         , 8743125   , 81655042  , 1685100     ,            ,         
AMEX, 2002-08-26, 347       , 255       , 41         , 87950284  , 7119020   , 2033180     ,            ,         
AMEX, 2002-08-27, 250       , 355       , 52         , 14218980  , 93731981  , 1492640     ,            ,         
AMEX, 2002-08-28, 200       , 374       , 58         , 5037450   , 112237814 , 3936120     ,            ,         
AMEX, 2002-08-29, 316       , 278       , 44         , 88755513  , 22508100  , 1418030     ,            ,         
AMEX, 2002-08-30, 322       , 267       , 55         , 14058590  , 66615500  , 3426150     ,            ,         
AMEX, 2002-09-03, 162       , 450       , 52         , 12346850  , 117439421 , 1936750     ,            ,         
AMEX, 2002-09-04, 347       , 294       , 47         , 97516624  , 13538420  , 2661375     ,            ,         
AMEX, 2002-09-05, 220       , 389       , 55         , 15676245  , 107812994 , 3445250     ,            ,         
AMEX, 2002-09-06, 354       , 271       , 57         , 90496588  , 7179090   , 2637300     ,            ,         
AMEX, 2002-09-09, 296       , 294       , 52         , 82059281  , 11851070  , 1650700     ,            ,         
AMEX, 2002-09-10, 305       , 278       , 51         , 79102807  , 16103150  , 1951370     ,            ,         
AMEX, 2002-09-11, 308       , 245       , 54         , 15664360  , 63806761  , 2444450     ,            ,         
AMEX, 2002-09-12, 225       , 375       , 48         , 16436150  , 79031721  , 2207950     ,            ,         
AMEX, 2002-09-13, 296       , 288       , 48         , 75550558  , 18912425  , 1287700     ,            ,         
AMEX, 2002-09-16, 242       , 341       , 51         , 28004779  , 42385869  , 2123750     ,            ,         
AMEX, 2002-09-17, 221       , 395       , 50         , 5574290   , 102966134 , 2601950     ,            ,         
AMEX, 2002-09-18, 235       , 358       , 58         , 15490500  , 105003731 , 5641700     ,            ,         
AMEX, 2002-09-19, 239       , 427       , 42         , 10513910  , 104317714 , 1643200     ,            ,         
AMEX, 2002-09-20, 279       , 321       , 48         , 64465409  , 44657790  , 2623700     ,            ,         
AMEX, 2002-09-23, 159       , 456       , 49         , 6735100   , 89518756  , 4782215     ,            ,         
AMEX, 2002-09-24, 219       , 424       , 51         , 65161121  , 69119289  , 2723670     ,            ,         
AMEX, 2002-09-25, 389       , 256       , 45         , 116274908 , 12411010  , 1799700     ,            ,         
AMEX, 2002-09-26, 357       , 240       , 50         , 56702500  , 72470490  , 2065050     ,            ,         
AMEX, 2002-09-27, 226       , 363       , 64         , 11125350  , 107100562 , 1082850     ,            ,         
AMEX, 2002-09-30, 238       , 407       , 47         , 13287440  , 119969379 , 2494000     ,            ,         
AMEX, 2002-10-01, 338       , 300       , 50         , 117690828 , 18674510  , 2459000     ,            ,         
AMEX, 2002-10-02, 217       , 378       , 51         , 18570050  , 110314063 , 3521600     ,            ,         
AMEX, 2002-10-03, 251       , 341       , 49         , 13436480  , 92627303  , 1307350     ,            ,         
AMEX, 2002-10-04, 191       , 423       , 55         , 11254600  , 115973314 , 1208500     ,            ,         
AMEX, 2002-10-07, 161       , 464       , 51         , 4409950   , 110891309 , 1559450     ,            ,         
AMEX, 2002-10-08, 268       , 347       , 55         , 120248622 , 30205960  , 4440540     ,            ,         
AMEX, 2002-10-09, 154       , 465       , 52         , 6095320   , 139325311 , 2743860     ,            ,         
AMEX, 2002-10-10, 321       , 317       , 51         , 145933118 , 12565690  , 2254250     ,            ,         
AMEX, 2002-10-11, 441       , 201       , 50         , 157034787 , 8283210   , 1997800     ,            ,         
AMEX, 2002-10-14, 316       , 269       , 40         , 90668124  , 12329860  , 1435100     ,            ,         
AMEX, 2002-10-15, 439       , 197       , 46         , 151648095 , 12314080  , 1726185     ,            ,         
AMEX, 2002-10-16, 298       , 354       , 46         , 11095075  , 118002370 , 2155600     ,            ,         
AMEX, 2002-10-17, 397       , 213       , 49         , 122343652 , 13562330  , 1931750     ,            ,         
AMEX, 2002-10-18, 286       , 295       , 48         , 88972731  , 13615730  , 2116650     ,            ,         
AMEX, 2002-10-21, 402       , 323       , 3          , 191534016 , 13751810  , 1640000     ,            ,         
AMEX, 2002-10-22, 230       , 377       , 47         , 11417575  , 102145537 , 1827500     ,            ,         
AMEX, 2002-10-23, 330       , 262       , 49         , 108576568 , 8970000   , 1450400     ,            ,         
AMEX, 2002-10-24, 299       , 315       , 40         , 11967890  , 111142073 , 1914750     ,            ,         
AMEX, 2002-10-25, 346       , 241       , 46         , 86011259  , 11499070  , 1319070     ,            ,         
AMEX, 2002-10-28, 282       , 334       , 51         , 18169800  , 93209619  , 3115100     ,            ,         
AMEX, 2002-10-29, 251       , 339       , 57         , 9299660   , 117075932 , 3782350     ,            ,         
AMEX, 2002-10-30, 358       , 235       , 55         , 105825647 , 9417790   , 3932800     ,            ,         
AMEX, 2002-10-31, 357       , 269       , 40         , 16245810  , 99782202  , 1882700     ,            ,         
AMEX, 2002-11-01, 377       , 215       , 46         , 104592281 , 6878050   , 2435250     ,            ,         
AMEX, 2002-11-04, 392       , 244       , 52         , 120653297 , 14109450  , 1775160     ,            ,         
AMEX, 2002-11-05, 303       , 317       , 44         , 81090177  , 18436320  , 3054350     ,            ,         
AMEX, 2002-11-06, 374       , 229       , 61         , 138251909 , 8127420   , 3116350     ,            ,         
AMEX, 2002-11-07, 220       , 395       , 42         , 10276545  , 103375098 , 2040950     ,            ,         
AMEX, 2002-11-08, 267       , 349       , 53         , 8613620   , 98239031  , 1120900     ,            ,         
AMEX, 2002-11-11, 206       , 412       , 38         , 44992311  , 85308189  , 2266900     ,            ,         
AMEX, 2002-11-12, 353       , 264       , 52         , 94623413  , 20681309  , 2790750     ,            ,         
AMEX, 2002-11-13, 274       , 357       , 43         , 118761597 , 25258280  , 2263750     ,            ,         
AMEX, 2002-11-14, 388       , 228       , 43         , 91570177  , 9437860   , 4964450     ,            ,         
AMEX, 2002-11-15, 313       , 314       , 50         , 87444126  , 11908540  , 3138850     ,            ,         
AMEX, 2002-11-18, 258       , 383       , 45         , 11158740  , 76092038  , 5135700     ,            ,         
AMEX, 2002-11-19, 256       , 361       , 59         , 13953130  , 82500178  , 2786650     ,            ,         
AMEX, 2002-11-20, 384       , 230       , 58         , 87709775  , 9173400   , 5119250     ,            ,         
AMEX, 2002-11-21, 399       , 256       , 48         , 129240423 , 14211460  , 3178430     ,            ,         
AMEX, 2002-11-22, 302       , 306       , 56         , 18239655  , 82047429  , 4097800     ,            ,         
AMEX, 2002-11-25, 345       , 293       , 50         , 87224442  , 15285600  , 3551320     ,            ,         
AMEX, 2002-11-26, 228       , 391       , 58         , 34977990  , 92028734  , 2975700     ,            ,         
AMEX, 2002-11-27, 437       , 201       , 43         , 89047798  , 21973440  , 2310250     ,            ,         
AMEX, 2002-11-28, 532       , 228       , 0          , 162195296 , 23342440  , 2440700     ,            ,         
AMEX, 2002-11-29, 295       , 243       , 50         , 10881980  , 40436474  , 1538745     ,            ,         
AMEX, 2002-12-02, 308       , 355       , 43         , 98608354  , 27621949  , 2619750     ,            ,         
AMEX, 2002-12-03, 272       , 392       , 41         , 34822050  , 86029220  , 1350700     ,            ,         
AMEX, 2002-12-04, 289       , 369       , 47         , 21639430  , 133304173 , 3441420     ,            ,         
AMEX, 2002-12-05, 264       , 378       , 46         , 22318264  , 87875651  , 6522970     ,            ,         
AMEX, 2002-12-06, 340       , 313       , 42         , 102816152 , 15074605  , 5028800     ,            ,         
AMEX, 2002-12-09, 242       , 442       , 38         , 18372800  , 89710632  , 2555150     ,            ,         
AMEX, 2002-12-10, 305       , 357       , 39         , 75855174  , 24303620  , 3450300     ,            ,         
AMEX, 2002-12-11, 320       , 321       , 58         , 78459243  , 24829880  , 4747800     ,            ,         
AMEX, 2002-12-12, 321       , 337       , 46         , 74047626  , 40750478  , 5054175     ,            ,         
AMEX, 2002-12-13, 239       , 410       , 43         , 22258510  , 95887938  , 1755900     ,            ,         
AMEX, 2002-12-16, 360       , 291       , 48         , 90394873  , 16908250  , 4282250     ,            ,         
AMEX, 2002-12-17, 318       , 357       , 56         , 44621739  , 63521550  , 2614950     ,            ,         
AMEX, 2002-12-18, 254       , 520       , 0          , 24403030  , 157482448 , 2808700     ,            ,         
AMEX, 2002-12-19, 287       , 371       , 48         , 22315800  , 112166074 , 7386950     ,            ,         
AMEX, 2002-12-20, 370       , 291       , 50         , 84934564  , 17572380  , 5015200     ,            ,         
AMEX, 2002-12-23, 340       , 340       , 48         , 63381644  , 16752200  , 3684300     ,            ,         
AMEX, 2002-12-24, 299       , 276       , 50         , 6744700   , 25452789  , 2760770     ,            ,         
AMEX, 2002-12-26, 435       , 343       , 3          , 40106604  , 55706600  , 2658310     ,            ,         
AMEX, 2002-12-27, 272       , 373       , 53         , 14144310  , 61485959  , 3977580     ,            ,         
AMEX, 2002-12-30, 366       , 428       , 10         , 61086928  , 96585392  , 6379400     ,            ,         
AMEX, 2002-12-31, 444       , 269       , 38         , 46302489  , 44819254  , 5845700     ,            ,         
AMEX, 2003-01-02, 435       , 230       , 36         , 86757561  , 10998570  , 3480100     ,            ,         
AMEX, 2003-01-03, 361       , 269       , 45         , 74245261  , 12188450  , 1736400     ,            ,         
AMEX, 2003-01-06, 441       , 248       , 38         , 91131673  , 20216900  , 2266750     ,            ,         
AMEX, 2003-01-07, 310       , 361       , 48         , 64305833  , 59305671  , 2190450     ,            ,         
AMEX, 2003-01-08, 281       , 479       , 1          , 24649844  , 163407504 , 3125400     ,            ,         
AMEX, 2003-01-09, 403       , 256       , 49         , 93723038  , 17333550  , 2821650     ,            ,         
AMEX, 2003-01-10, 368       , 274       , 48         , 95251882  , 14878180  , 3148850     ,            ,         
AMEX, 2003-01-13, 333       , 321       , 48         , 18746324  , 83305273  , 2187300     ,            ,         
AMEX, 2003-01-14, 348       , 292       , 50         , 70723760  , 25825470  , 1140850     ,            ,         
AMEX, 2003-01-15, 276       , 362       , 49         , 19601924  , 77361693  , 5123550     ,            ,         
AMEX, 2003-01-16, 318       , 333       , 47         , 36270600  , 83195643  , 2382400     ,            ,         
AMEX, 2003-01-17, 245       , 373       , 62         , 9943990   , 95553944  , 5320050     ,            ,         
AMEX, 2003-01-21, 264       , 403       , 47         , 14734240  , 86853013  , 4881490     ,            ,         
AMEX, 2003-01-22, 263       , 362       , 61         , 29036375  , 88811598  , 2656530     ,            ,         
AMEX, 2003-01-23, 379       , 263       , 51         , 108151566 , 13184780  , 6828200     ,            ,         
AMEX, 2003-01-24, 219       , 449       , 41         , 51597741  , 105645256 , 6021000     ,            ,         
AMEX, 2003-01-27, 195       , 464       , 46         , 48949100  , 114320279 , 9126225     ,            ,         
AMEX, 2003-01-28, 356       , 301       , 47         , 84708830  , 39979409  , 4460450     ,            ,         
AMEX, 2003-01-29, 307       , 300       , 56         , 105672672 , 24559950  , 6501900     ,            ,         
AMEX, 2003-01-30, 256       , 378       , 54         , 70768553  , 97833957  , 1194420     ,            ,         
AMEX, 2003-01-31, 380       , 262       , 46         , 99762625  , 63811178  , 2234010     ,            ,         
AMEX, 2003-02-03, 325       , 316       , 38         , 72504600  , 31531549  , 3300800     ,            ,         
AMEX, 2003-02-04, 257       , 359       , 49         , 41226485  , 77597897  , 4790725     ,            ,         
AMEX, 2003-02-05, 264       , 344       , 48         , 17946280  , 107194658 , 19801200    ,            ,         
AMEX, 2003-02-06, 229       , 391       , 55         , 59021525  , 81645301  , 4003100     ,            ,         
AMEX, 2003-02-07, 213       , 400       , 49         , 13202710  , 90319267  , 3344900     ,            ,         
AMEX, 2003-02-10, 291       , 331       , 50         , 83269398  , 27861640  , 1893750     ,            ,         
AMEX, 2003-02-11, 306       , 317       , 46         , 74026675  , 44637524  , 5831750     ,            ,         
AMEX, 2003-02-12, 217       , 428       , 42         , 8127240   , 83871480  , 17094900    ,            ,         
AMEX, 2003-02-13, 231       , 416       , 41         , 107644608 , 23367990  , 7596000     ,            ,         
AMEX, 2003-02-14, 366       , 271       , 47         , 96725513  , 27742254  , 4958950     ,            ,         
AMEX, 2003-02-18, 412       , 242       , 46         , 89160313  , 30604250  , 2799730     ,            ,         
AMEX, 2003-02-19, 261       , 356       , 53         , 10744090  , 60967498  , 11951000    ,            ,         
AMEX, 2003-02-20, 315       , 291       , 53         , 18551990  , 65350450  , 13153050    ,            ,         
AMEX, 2003-02-21, 366       , 267       , 50         , 107772411 , 13140510  , 3364000     ,            ,         
AMEX, 2003-02-24, 259       , 389       , 48         , 31411170  , 64962711  , 1558550     ,            ,         
AMEX, 2003-02-25, 324       , 343       , 50         , 102354898 , 21629720  , 9531550     ,            ,         
AMEX, 2003-02-26, 278       , 330       , 50         , 16667605  , 75348787  , 2480636     ,            ,         
AMEX, 2003-02-27, 363       , 260       , 47         , 86526329  , 18199460  , 3479350     ,            ,         
AMEX, 2003-02-28, 353       , 281       , 54         , 74123649  , 14686930  , 4328900     ,            ,         
AMEX, 2003-03-03, 278       , 357       , 52         , 10529820  , 80595072  , 3697250     ,            ,         
AMEX, 2003-03-04, 271       , 348       , 54         , 13279680  , 65525926  , 3620620     ,            ,         
AMEX, 2003-03-05, 309       , 317       , 46         , 81273293  , 20671030  , 2015450     ,            ,         
AMEX, 2003-03-06, 243       , 386       , 53         , 29383500  , 75805841  , 5570320     ,            ,         
AMEX, 2003-03-07, 292       , 326       , 53         , 110427159 , 16927520  , 4365150     ,            ,         
AMEX, 2003-03-10, 225       , 411       , 47         , 49321050  , 78318617  , 2695400     ,            ,         
AMEX, 2003-03-11, 277       , 348       , 44         , 9575450   , 108896648 , 2969150     ,            ,         
AMEX, 2003-03-12, 268       , 371       , 43         , 113229800 , 20744585  , 5578025     ,            ,         
AMEX, 2003-03-13, 384       , 256       , 47         , 139049647 , 21045450  , 3144710     ,            ,         
AMEX, 2003-03-14, 343       , 279       , 49         , 118103080 , 16739265  , 3786175     ,            ,         
AMEX, 2003-03-17, 415       , 238       , 43         , 234160894 , 14236230  , 10198010    ,            ,         
AMEX, 2003-03-18, 333       , 307       , 45         , 175697170 , 24052040  , 2390620     ,            ,         
AMEX, 2003-03-19, 357       , 291       , 44         , 121819958 , 75369749  , 3205650     ,            ,         
AMEX, 2003-03-20, 349       , 281       , 46         , 117781341 , 139016400 , 3307270     ,            ,         
AMEX, 2003-03-21, 392       , 268       , 37         , 120930259 , 116935561 , 5176720     ,            ,         
AMEX, 2003-03-24, 222       , 450       , 35         , 75435084  , 115071862 , 1627250     ,            ,         
AMEX, 2003-03-25, 390       , 249       , 39         , 179367625 , 8539350   , 3848850     ,            ,         
