mkt   , date    , adv_issues, dec_issues, unch_issues, adv_volume    , dec_volume   , unch_volume  , new_highs, new_lows   

NASDAQ, 1978-01-03, 276       , 634       , 1619       , 1850          , 4611         , 2489         ,          ,            
NASDAQ, 1978-01-04, 235       , 615       , 1677       , 2368          , 4509         , 2773         ,          ,            
NASDAQ, 1978-01-05, 310       , 468       , 1749       , 2688          , 3342         , 2800         ,          ,            
NASDAQ, 1978-01-06, 173       , 839       , 1515       , 1241          , 6471         , 2438         ,          ,            
NASDAQ, 1978-01-09, 138       , 849       , 1540       , 1262          , 6174         , 2144         ,          ,            
NASDAQ, 1978-01-10, 212       , 626       , 1691       , 2164          , 7363         , 93           ,          ,            
NASDAQ, 1978-01-11, 281       , 523       , 1712       , 2117          , 3244         , 2799         ,          ,            
NASDAQ, 1978-01-12, 497       , 301       , 1727       , 4406          , 1634         , 2550         ,          ,            
NASDAQ, 1978-01-13, 428       , 243       , 1855       , 2772          , 1297         , 2811         ,          ,            
NASDAQ, 1978-01-16, 256       , 441       , 1820       , 1748          , 2971         , 2411         ,          ,            
NASDAQ, 1978-01-17, 492       , 257       , 1778       , 3651          , 1412         , 2237         ,          ,            
NASDAQ, 1978-01-18, 519       , 215       , 1793       , 4272          , 1688         , 2540         ,          ,            
NASDAQ, 1978-01-19, 424       , 253       , 1850       , 2556          , 1537         , 2867         ,          ,            
NASDAQ, 1978-01-20, 278       , 324       , 1925       , 1835          , 1465         , 2480         ,          ,            
NASDAQ, 1978-01-23, 521       , 416       , 1589       , 2339          , 2247         , 2404         ,          ,            
NASDAQ, 1978-01-24, 420       , 272       , 1834       , 2544          , 1506         , 3210         ,          ,            
NASDAQ, 1978-01-25, 432       , 246       , 1850       , 3017          , 1288         , 2995         ,          ,            
NASDAQ, 1978-01-26, 313       , 455       , 1755       , 1864          , 3064         , 2462         ,          ,            
NASDAQ, 1978-01-27, 320       , 331       , 1874       , 2494          , 1777         , 2489         ,          ,            
NASDAQ, 1978-01-30, 487       , 215       , 1827       , 3531          , 1202         , 2467         ,          ,            
NASDAQ, 1978-01-31, 376       , 353       , 1799       , 2591          , 2488         , 3211         ,          ,            
NASDAQ, 1978-02-01, 542       , 207       , 1777       , 4912          , 857          , 2831         ,          ,            
NASDAQ, 1978-02-02, 511       , 215       , 1800       , 4007          , 1810         , 2963         ,          ,            
NASDAQ, 1978-02-03, 440       , 251       , 1834       , 3680          , 1607         , 3023         ,          ,            
NASDAQ, 1978-02-06, 425       , 391       , 1709       , 1803          , 1127         , 1720         ,          ,            
NASDAQ, 1978-02-07, 541       , 237       , 1747       , 3020          , 707          , 1923         ,          ,            
NASDAQ, 1978-02-08, 554       , 229       , 1741       , 4297          , 1574         , 3379         ,          ,            
NASDAQ, 1978-02-09, 436       , 286       , 1802       , 3357          , 2392         , 3031         ,          ,            
NASDAQ, 1978-02-10, 531       , 202       , 1791       , 4578          , 1259         , 2903         ,          ,            
NASDAQ, 1978-02-13, 336       , 380       , 1807       , 2450          , 2603         , 3327         ,          ,            
NASDAQ, 1978-02-14, 283       , 518       , 1721       , 1931          , 4032         , 2717         ,          ,            
NASDAQ, 1978-02-15, 334       , 379       , 1810       , 3031          , 2466         , 3073         ,          ,            
NASDAQ, 1978-02-16, 281       , 479       , 1763       , 2306          , 3763         , 3141         ,          ,            
NASDAQ, 1978-02-17, 350       , 291       , 1885       , 3418          , 1376         , 3416         ,          ,            
NASDAQ, 1978-02-21, 384       , 404       , 1826       , 2070          , 2927         , 3223         ,          ,            
NASDAQ, 1978-02-22, 400       , 326       , 1800       , 2695          , 1953         , 2742         ,          ,            
NASDAQ, 1978-02-23, 382       , 270       , 1873       , 2681          , 1731         , 2628         ,          ,            
NASDAQ, 1978-02-24, 509       , 160       , 1854       , 4263          , 1318         , 2709         ,          ,            
NASDAQ, 1978-02-27, 348       , 415       , 1764       , 2017          , 3069         , 2924         ,          ,            
NASDAQ, 1978-02-28, 237       , 570       , 1720       , 1684          , 3694         , 2602         ,          ,            
NASDAQ, 1978-03-01, 371       , 390       , 1765       , 2552          , 1883         , 3385         ,          ,            
NASDAQ, 1978-03-02, 455       , 228       , 1843       , 3801          , 1080         , 3359         ,          ,            
NASDAQ, 1978-03-03, 414       , 251       , 1862       , 3160          , 1833         , 3087         ,          ,            
NASDAQ, 1978-03-06, 313       , 387       , 1824       , 2051          , 2084         , 3065         ,          ,            
NASDAQ, 1978-03-07, 438       , 250       , 1836       , 4243          , 1323         , 2734         ,          ,            
NASDAQ, 1978-03-08, 450       , 248       , 1826       , 5067          , 1549         , 3514         ,          ,            
NASDAQ, 1978-03-09, 511       , 271       , 1742       , 4081          , 2288         , 3031         ,          ,            
NASDAQ, 1978-03-10, 526       , 221       , 1777       , 4856          , 1853         , 2971         ,          ,            
NASDAQ, 1978-03-13, 442       , 305       , 1778       , 2891          , 2588         , 3331         ,          ,            
NASDAQ, 1978-03-14, 388       , 373       , 1767       , 3069          , 2515         , 3336         ,          ,            
NASDAQ, 1978-03-15, 422       , 291       , 1813       , 3211          , 2262         , 3197         ,          ,            
NASDAQ, 1978-03-16, 502       , 212       , 1810       , 4857          , 1515         , 2928         ,          ,            
NASDAQ, 1978-03-17, 570       , 207       , 1746       , 5760          , 1061         , 3039         ,          ,            
NASDAQ, 1978-03-20, 492       , 294       , 1738       , 4056          , 2539         , 2995         ,          ,            
NASDAQ, 1978-03-21, 340       , 448       , 1735       , 3086          , 3551         , 2903         ,          ,            
NASDAQ, 1978-03-22, 374       , 325       , 1824       , 3309          , 2006         , 3385         ,          ,            
NASDAQ, 1978-03-23, 430       , 271       , 1822       , 3160          , 2108         , 3482         ,          ,            
NASDAQ, 1978-03-27, 474       , 313       , 1734       , 3572          , 2100         , 1808         ,          ,            
NASDAQ, 1978-03-28, 490       , 278       , 1753       , 4200          , 1700         , 3510         ,          ,            
NASDAQ, 1978-03-29, 549       , 246       , 1726       , 4970          , 1830         , 2970         ,          ,            
NASDAQ, 1978-03-30, 477       , 241       , 1773       , 4229          , 1815         , 3466         ,          ,            
NASDAQ, 1978-03-31, 419       , 290       , 1810       , 3944          , 2134         , 2992         ,          ,            
NASDAQ, 1978-04-03, 344       , 477       , 1696       , 2410          , 3942         , 3038         ,          ,            
NASDAQ, 1978-04-04, 424       , 317       , 1777       , 3082          , 2092         , 3376         ,          ,            
NASDAQ, 1978-04-05, 595       , 208       , 1717       , 6210          , 1473         , 3107         ,          ,            
NASDAQ, 1978-04-06, 549       , 243       , 1726       , 5659          , 2730         , 3141         ,          ,            
NASDAQ, 1978-04-07, 568       , 211       , 1736       , 5519          , 1449         , 3332         ,          ,            
NASDAQ, 1978-04-10, 489       , 308       , 1718       , 4347          , 2698         , 3445         ,          ,            
NASDAQ, 1978-04-11, 421       , 413       , 1681       , 3573          , 4020         , 3227         ,          ,            
NASDAQ, 1978-04-12, 482       , 311       , 1720       , 1809          , 1811         , 7070         ,          ,            
NASDAQ, 1978-04-13, 685       , 235       , 1601       , 8032          , 1326         , 3202         ,          ,            
NASDAQ, 1978-04-14, 789       , 230       , 1503       , 8894          , 2018         , 3568         ,          ,            
NASDAQ, 1978-04-17, 937       , 391       , 1494       , 6419          , 4744         , 3367         ,          ,            
NASDAQ, 1978-04-18, 351       , 569       , 1601       , 2862          , 5358         , 4040         ,          ,            
NASDAQ, 1978-04-19, 457       , 424       , 1639       , 4769          , 3023         , 3908         ,          ,            
NASDAQ, 1978-04-20, 635       , 260       , 1625       , 7453          , 2199         , 3978         ,          ,            
NASDAQ, 1978-04-21, 525       , 333       , 1662       , 6312          , 2956         , 3532         ,          ,            
NASDAQ, 1978-04-24, 536       , 321       , 1665       , 5236          , 2118         , 3636         ,          ,            
NASDAQ, 1978-04-25, 583       , 336       , 1602       , 6763          , 3553         , 4654         ,          ,            
NASDAQ, 1978-04-26, 513       , 386       , 1624       , 6617          , 2980         , 4233         ,          ,            
NASDAQ, 1978-04-27, 428       , 457       , 1636       , 4613          , 4209         , 4698         ,          ,            
NASDAQ, 1978-04-28, 536       , 299       , 1686       , 7219          , 2180         , 4081         ,          ,            
NASDAQ, 1978-05-01, 567       , 326       , 1629       , 6732          , 2275         , 4493         ,          ,            
NASDAQ, 1978-05-02, 478       , 450       , 1596       , 5044          , 5468         , 3818         ,          ,            
NASDAQ, 1978-05-03, 454       , 410       , 1658       , 4996          , 4840         , 4974         ,          ,            
NASDAQ, 1978-05-04, 468       , 409       , 1645       , 8184          , 2855         , 3531         ,          ,            
NASDAQ, 1978-05-05, 632       , 254       , 1634       , 8763          , 2298         , 4879         ,          ,            
NASDAQ, 1978-05-08, 490       , 453       , 1577       , 4289          , 4759         , 4052         ,          ,            
NASDAQ, 1978-05-09, 452       , 501       , 1566       , 4605          , 4186         , 3699         ,          ,            
NASDAQ, 1978-05-10, 550       , 365       , 1605       , 7876          , 2196         , 4118         ,          ,            
NASDAQ, 1978-05-11, 588       , 295       , 1639       , 7327          , 2262         , 4181         ,          ,            
NASDAQ, 1978-05-12, 702       , 247       , 1572       , 9382          , 2093         , 3315         ,          ,            
NASDAQ, 1978-05-15, 556       , 371       , 1594       , 5762          , 3315         , 4343         ,          ,            
NASDAQ, 1978-05-16, 676       , 309       , 1535       , 9590          , 2504         , 6686         ,          ,            
NASDAQ, 1978-05-17, 663       , 336       , 1519       , 10561         , 2591         , 4288         ,          ,            
NASDAQ, 1978-05-18, 496       , 483       , 1541       , 7961          , 5772         , 4617         ,          ,            
NASDAQ, 1978-05-19, 424       , 442       , 1653       , 5375          , 3597         , 6018         ,          ,            
NASDAQ, 1978-05-22, 472       , 377       , 1670       , 5797          , 2218         , 5065         ,          ,            
NASDAQ, 1978-05-23, 370       , 617       , 1533       , 2752          , 7455         , 4113         ,          ,            
NASDAQ, 1978-05-24, 270       , 731       , 1518       , 2102          , 7225         , 3383         ,          ,            
NASDAQ, 1978-05-25, 397       , 381       , 1739       , 5055          , 3385         , 4040         ,          ,            
NASDAQ, 1978-05-26, 379       , 360       , 1779       , 3778          , 2724         , 3558         ,          ,            
NASDAQ, 1978-05-30, 436       , 380       , 1703       , 3611          , 2432         , 1377         ,          ,            
NASDAQ, 1978-05-31, 541       , 311       , 1667       , 4653          , 2813         , 4274         ,          ,            
NASDAQ, 1978-06-01, 405       , 385       , 1731       , 3799          , 2952         , 4549         ,          ,            
NASDAQ, 1978-06-02, 538       , 258       , 1721       , 6435          , 1607         , 3418         ,          ,            
NASDAQ, 1978-06-05, 621       , 251       , 1643       , 7105          , 1682         , 3833         ,          ,            
NASDAQ, 1978-06-06, 645       , 336       , 1534       , 7321          , 3436         , 4293         ,          ,            
NASDAQ, 1978-06-07, 437       , 405       , 1673       , 4777          , 3237         , 4756         ,          ,            
NASDAQ, 1978-06-08, 600       , 289       , 1626       , 7565          , 2089         , 4706         ,          ,            
NASDAQ, 1978-06-09, 548       , 363       , 1607       , 5911          , 2928         , 3841         ,          ,            
NASDAQ, 1978-06-12, 483       , 450       , 1584       , 4382          , 3924         , 3614         ,          ,            
NASDAQ, 1978-06-13, 408       , 479       , 1630       , 4472          , 4125         , 3723         ,          ,            
NASDAQ, 1978-06-14, 536       , 345       , 1635       , 5963          , 3083         , 4364         ,          ,            
NASDAQ, 1978-06-15, 359       , 518       , 1638       , 4038          , 4508         , 3814         ,          ,            
NASDAQ, 1978-06-16, 310       , 558       , 1646       , 3175          , 4632         , 3653         ,          ,            
NASDAQ, 1978-06-19, 289       , 591       , 1634       , 2172          , 4229         , 3409         ,          ,            
NASDAQ, 1978-06-20, 261       , 668       , 1584       , 2468          , 5744         , 4118         ,          ,            
NASDAQ, 1978-06-21, 174       , 855       , 1484       , 1633          , 6773         , 2854         ,          ,            
NASDAQ, 1978-06-22, 402       , 129       , 1682       , 4156          , 2472         , 3742         ,          ,            
NASDAQ, 1978-06-23, 378       , 443       , 1690       , 4228          , 3357         , 4475         ,          ,            
NASDAQ, 1978-06-26, 269       , 721       , 1520       , 2188          , 5086         , 3006         ,          ,            
NASDAQ, 1978-06-27, 249       , 635       , 1625       , 2743          , 3651         , 3446         ,          ,            
NASDAQ, 1978-06-28, 425       , 352       , 1730       , 3564          , 1936         , 3540         ,          ,            
NASDAQ, 1978-06-29, 439       , 316       , 1753       , 3862          , 1454         , 3544         ,          ,            
NASDAQ, 1978-06-30, 401       , 282       , 1826       , 3557          , 1430         , 3393         ,          ,            
NASDAQ, 1978-07-03, 283       , 250       , 1976       , 1586          , 829          , 2235         ,          ,            
NASDAQ, 1978-07-05, 194       , 685       , 1631       , 1394          , 4792         , 2484         ,          ,            
NASDAQ, 1978-07-06, 258       , 575       , 1679       , 2218          , 3600         , 3212         ,          ,            
NASDAQ, 1978-07-07, 452       , 275       , 1782       , 4586          , 1115         , 2999         ,          ,            
NASDAQ, 1978-07-10, 457       , 278       , 1775       , 3537          , 1508         , 3455         ,          ,            
NASDAQ, 1978-07-11, 484       , 318       , 1707       , 4255          , 1809         , 4026         ,          ,            
NASDAQ, 1978-07-12, 508       , 288       , 1713       , 5120          , 1816         , 3274         ,          ,            
NASDAQ, 1978-07-13, 406       , 332       , 1759       , 3929          , 1829         , 3702         ,          ,            
NASDAQ, 1978-07-14, 582       , 231       , 1696       , 6621          , 1633         , 3186         ,          ,            
NASDAQ, 1978-07-17, 573       , 278       , 1656       , 5772          , 1957         , 2701         ,          ,            
NASDAQ, 1978-07-18, 336       , 485       , 1684       , 2671          , 4230         , 3439         ,          ,            
NASDAQ, 1978-07-19, 502       , 300       , 1704       , 5974          , 1634         , 3312         ,          ,            
NASDAQ, 1978-07-20, 565       , 265       , 1675       , 6911          , 2138         , 3431         ,          ,            
NASDAQ, 1978-07-21, 444       , 389       , 1673       , 5571          , 3218         , 3391         ,          ,            
NASDAQ, 1978-07-24, 398       , 437       , 1672       , 3308          , 2974         , 3648         ,          ,            
NASDAQ, 1978-07-25, 475       , 349       , 1682       , 4429          , 2525         , 3336         ,          ,            
NASDAQ, 1978-07-26, 610       , 270       , 1624       , 6121          , 2095         , 3834         ,          ,            
NASDAQ, 1978-07-27, 590       , 264       , 1649       , 6513          , 1850         , 3577         ,          ,            
NASDAQ, 1978-07-28, 532       , 299       , 1674       , 5525          , 2253         , 3602         ,          ,            
NASDAQ, 1978-07-31, 577       , 275       , 1852       , 5507          , 2586         , 3477         ,          ,            
NASDAQ, 1978-08-01, 505       , 364       , 1635       , 6518          , 3212         , 3800         ,          ,            
NASDAQ, 1978-08-02, 669       , 260       , 1578       , 9618          , 1935         , 4397         ,          ,            
NASDAQ, 1978-08-03, 610       , 368       , 1529       , 8115          , 4721         , 4234         ,          ,            
NASDAQ, 1978-08-04, 529       , 324       , 1651       , 6215          , 2328         , 4307         ,          ,            
NASDAQ, 1978-08-07, 523       , 254       , 1629       , 5946          , 2504         , 4350         ,          ,            
NASDAQ, 1978-08-08, 474       , 375       , 1657       , 6604          , 2473         , 3873         ,          ,            
NASDAQ, 1978-08-09, 722       , 248       , 1536       , 10720         , 2190         , 4070         ,          ,            
NASDAQ, 1978-08-10, 497       , 415       , 1595       , 6172          , 4119         , 4549         ,          ,            
NASDAQ, 1978-08-11, 573       , 331       , 1602       , 7344          , 2462         , 3694         ,          ,            
NASDAQ, 1978-08-14, 557       , 341       , 1608       , 6206          , 3014         , 3860         ,          ,            
NASDAQ, 1978-08-15, 441       , 490       , 1576       , 4241          , 4992         , 5057         ,          ,            
NASDAQ, 1978-08-16, 606       , 279       , 1621       , 8616          , 2025         , 4219         ,          ,            
NASDAQ, 1978-08-17, 712       , 270       , 1523       , 10653         , 2492         , 3785         ,          ,            
NASDAQ, 1978-08-18, 570       , 371       , 1564       , 7179          , 3437         , 5124         ,          ,            
NASDAQ, 1978-08-21, 403       , 595       , 1508       , 2946          , 6907         , 3427         ,          ,            
NASDAQ, 1978-08-22, 498       , 440       , 1570       , 5769          , 3273         , 4148         ,          ,            
NASDAQ, 1978-08-23, 634       , 278       , 1596       , 7736          , 2846         , 4028         ,          ,            
NASDAQ, 1978-08-24, 631       , 333       , 1545       , 7711          , 2805         , 4574         ,          ,            
NASDAQ, 1978-08-25, 584       , 358       , 1564       , 8273          , 3243         , 3724         ,          ,            
NASDAQ, 1978-08-28, 422       , 542       , 1541       , 4196          , 5138         , 4516         ,          ,            
NASDAQ, 1978-08-29, 366       , 620       , 1519       , 4837          , 5628         , 3785         ,          ,            
NASDAQ, 1978-08-30, 501       , 430       , 1576       , 6492          , 3575         , 4283         ,          ,            
NASDAQ, 1978-08-31, 444       , 447       , 1618       , 6784          , 3565         , 4491         ,          ,            
NASDAQ, 1978-09-01, 559       , 313       , 1837       , 6995          , 2879         , 3746         ,          ,            
NASDAQ, 1978-09-05, 465       , 450       , 1593       , 5213          , 3856         , 3871         ,          ,            
NASDAQ, 1978-09-06, 692       , 317       , 1500       , 8691          , 2551         , 3998         ,          ,            
NASDAQ, 1978-09-07, 596       , 374       , 1539       , 8051          , 3805         , 3714         ,          ,            
NASDAQ, 1978-09-08, 705       , 284       , 1522       , 9320          , 2021         , 4679         ,          ,            
NASDAQ, 1978-09-11, 666       , 338       , 1513       , 8126          , 3286         , 4588         ,          ,            
NASDAQ, 1978-09-12, 509       , 468       , 1539       , 5885          , 4508         , 4777         ,          ,            
NASDAQ, 1978-09-13, 560       , 462       , 1494       , 6613          , 5062         , 5275         ,          ,            
NASDAQ, 1978-09-14, 349       , 682       , 1484       , 3673          , 6877         , 4240         ,          ,            
NASDAQ, 1978-09-15, 275       , 720       , 1520       , 3640          , 6374         , 3836         ,          ,            
NASDAQ, 1978-09-18, 228       , 899       , 1390       , 1455          , 8266         , 3989         ,          ,            
NASDAQ, 1978-09-19, 199       , 943       , 1374       , 1946          , 7611         , 3103         ,          ,            
NASDAQ, 1978-09-20, 229       , 905       , 1387       , 2878          , 6989         , 3373         ,          ,            
NASDAQ, 1978-09-21, 304       , 745       , 1476       , 3455          , 5328         , 3637         ,          ,            
NASDAQ, 1978-09-22, 465       , 410       , 1648       , 4914          , 3025         , 4791         ,          ,            
NASDAQ, 1978-09-25, 403       , 468       , 1654       , 2897          , 2698         , 3035         ,          ,            
NASDAQ, 1978-09-26, 551       , 302       , 1672       , 5099          , 1870         , 3131         ,          ,            
NASDAQ, 1978-09-27, 382       , 535       , 1805       , 3217          , 4721         , 3492         ,          ,            
NASDAQ, 1978-09-28, 364       , 467       , 1692       , 3475          , 2776         , 3509         ,          ,            
NASDAQ, 1978-09-29, 586       , 269       , 1668       , 5004          , 1691         , 3445         ,          ,            
NASDAQ, 1978-10-02, 447       , 291       , 1787       , 2827          , 1217         , 3226         ,          ,            
NASDAQ, 1978-10-03, 400       , 469       , 1657       , 3516          , 3714         , 2920         ,          ,            
NASDAQ, 1978-10-04, 372       , 495       , 1657       , 4274          , 3059         , 3187         ,          ,            
NASDAQ, 1978-10-05, 513       , 304       , 1706       , 4555          , 1953         , 3652         ,          ,            
NASDAQ, 1978-10-06, 520       , 318       , 1687       , 4471          , 2521         , 3428         ,          ,            
NASDAQ, 1978-10-09, 522       , 281       , 1724       , 4150          , 1820         , 2640         ,          ,            
NASDAQ, 1978-10-10, 499       , 367       , 1661       , 5456          , 2779         , 3685         ,          ,            
NASDAQ, 1978-10-11, 467       , 300       , 1761       , 4408          , 1503         , 3179         ,          ,            
NASDAQ, 1978-10-12, 515       , 390       , 1623       , 5290          , 3708         , 3892         ,          ,            
NASDAQ, 1978-10-13, 402       , 439       , 1692       , 3697          , 3430         , 3753         ,          ,            
NASDAQ, 1978-10-16, 217       , 872       , 1442       , 1497          , 7639         , 2524         ,          ,            
NASDAQ, 1978-10-17, 110       , 1316      , 1106       , 772           , 11213        , 2035         ,          ,            
NASDAQ, 1978-10-18, 164       , 1085      , 1282       , 1318          , 9154         , 2668         ,          ,            
NASDAQ, 1978-10-19, 182       , 951       , 1400       , 1923          , 6982         , 3445         ,          ,            
NASDAQ, 1978-10-20, 84        , 1392      , 1059       , 807           , 12250        , 1853         ,          ,            
NASDAQ, 1978-10-23, 176       , 1194      , 1165       , 1973          , 8410         , 2807         ,          ,            
NASDAQ, 1978-10-24, 327       , 696       , 1512       , 2943          , 5181         , 3846         ,          ,            
NASDAQ, 1978-10-25, 453       , 642       , 1441       , 4807          , 3470         , 3283         ,          ,            
NASDAQ, 1978-10-26, 127       , 1205      , 1207       , 1405          , 8789         , 2386         ,          ,            
NASDAQ, 1978-10-27, 132       , 1240      , 1167       , 1183          , 9529         , 2608         ,          ,            
NASDAQ, 1978-10-30, 164       , 1544      , 831        , 2509          , 12946        , 2565         ,          ,            
NASDAQ, 1978-10-31, 300       , 947       , 1294       , 2771          , 8963         , 3536         ,          ,            
NASDAQ, 1978-11-01, 1016      , 287       , 1237       , 12065         , 1898         , 2387         ,          ,            
NASDAQ, 1978-11-02, 569       , 505       , 1465       , 4916          , 4556         , 4218         ,          ,            
NASDAQ, 1978-11-03, 688       , 281       , 1572       , 4769          , 1818         , 2493         ,          ,            
NASDAQ, 1978-11-06, 424       , 472       , 1643       , 2167          , 2544         , 2609         ,          ,            
NASDAQ, 1978-11-07, 119       , 1125      , 1296       , 1135          , 6895         , 1674         ,          ,            
NASDAQ, 1978-11-08, 405       , 554       , 1581       , 3162          , 2659         , 3139         ,          ,            
NASDAQ, 1978-11-09, 634       , 276       , 1626       , 3951          , 1745         , 2664         ,          ,            
NASDAQ, 1978-11-10, 624       , 226       , 1684       , 4077          , 788          , 2365         ,          ,            
NASDAQ, 1978-11-13, 191       , 864       , 1478       , 788           , 5133         , 2229         ,          ,            
NASDAQ, 1978-11-14, 113       , 1173      , 1249       , 695           , 7414         , 2091         ,          ,            
NASDAQ, 1978-11-15, 491       , 387       , 1656       , 3598          , 2053         , 2659         ,          ,            
NASDAQ, 1978-11-16, 473       , 334       , 1729       , 3706          , 1644         , 3120         ,          ,            
NASDAQ, 1978-11-17, 783       , 185       , 1568       , 5362          , 610          , 1988         ,          ,            
NASDAQ, 1978-11-20, 586       , 264       , 1688       , 3291          , 1133         , 3086         ,          ,            
NASDAQ, 1978-11-21, 404       , 400       , 1735       , 2910          , 2436         , 2664         ,          ,            
NASDAQ, 1978-11-22, 567       , 259       , 1711       , 4140          , 900          , 2670         ,          ,            
NASDAQ, 1978-11-24, 580       , 152       , 1806       , 3043          , 382          , 1625         ,          ,            
NASDAQ, 1978-11-27, 485       , 419       , 1631       , 2660          , 2680         , 2430         ,          ,            
NASDAQ, 1978-11-28, 348       , 554       , 1634       , 1692          , 4144         , 2754         ,          ,            
NASDAQ, 1978-11-29, 165       , 782       , 1589       , 1029          , 4495         , 2416         ,          ,            
NASDAQ, 1978-11-30, 468       , 318       , 1750       , 3176          , 1108         , 2376         ,          ,            
NASDAQ, 1978-12-01, 776       , 137       , 1622       , 5631          , 476          , 2303         ,          ,            
NASDAQ, 1978-12-04, 510       , 320       , 1708       , 2970          , 1754         , 2736         ,          ,            
NASDAQ, 1978-12-05, 610       , 242       , 1684       , 4595          , 1210         , 2995         ,          ,            
NASDAQ, 1978-12-06, 664       , 274       , 1600       , 4926          , 1944         , 3640         ,          ,            
NASDAQ, 1978-12-07, 433       , 405       , 1699       , 3472          , 2349         , 2999         ,          ,            
NASDAQ, 1978-12-08, 356       , 386       , 1796       , 2837          , 1770         , 3323         ,          ,            
NASDAQ, 1978-12-11, 527       , 326       , 1682       , 3301          , 1881         , 2908         ,          ,            
NASDAQ, 1978-12-12, 304       , 562       , 1673       , 2410          , 4206         , 3334         ,          ,            
NASDAQ, 1978-12-13, 294       , 515       , 1732       , 2547          , 3187         , 3676         ,          ,            
NASDAQ, 1978-12-14, 364       , 422       , 1757       , 2612          , 2294         , 3514         ,          ,            
NASDAQ, 1978-12-15, 257       , 564       , 1723       , 1671          , 4395         , 3464         ,          ,            
NASDAQ, 1978-12-18, 101       , 1337      , 1107       , 875           , 8437         , 1568         ,          ,            
NASDAQ, 1978-12-19, 452       , 348       , 1745       , 4021          , 1515         , 3684         ,          ,            
NASDAQ, 1978-12-20, 527       , 326       , 1682       , 4000          , 1500         , 4000         ,          ,            
NASDAQ, 1978-12-21, 556       , 330       , 1654       , 4204          , 2216         , 4590         ,          ,            
NASDAQ, 1978-12-22, 706       , 180       , 1654       , 4986          , 649          , 3285         ,          ,            
NASDAQ, 1978-12-26, 524       , 270       , 1746       , 3752          , 1290         , 3218         ,          ,            
NASDAQ, 1978-12-27, 322       , 499       , 1720       , 2301          , 4029         , 3920         ,          ,            
NASDAQ, 1978-12-28, 355       , 463       , 1724       , 3479          , 3463         , 4228         ,          ,            
NASDAQ, 1978-12-29, 571       , 256       , 1717       , 6063          , 1567         , 5050         ,          ,            
NASDAQ, 1979-01-02, 384       , 426       , 1735       , 2248          , 2191         , 2721         ,          ,            
NASDAQ, 1979-01-03, 725       , 166       , 1650       , 6233          , 840          , 2747         ,          ,            
NASDAQ, 1979-01-04, 783       , 163       , 1595       , 8051          , 1444         , 3475         ,          ,            
NASDAQ, 1979-01-05, 790       , 175       , 1574       , 7670          , 1133         , 3667         ,          ,            
NASDAQ, 1979-01-08, 454       , 446       , 1639       , 2809          , 3107         , 3554         ,          ,            
NASDAQ, 1979-01-09, 655       , 258       , 1625       , 6139          , 1630         , 3151         ,          ,            
NASDAQ, 1979-01-10, 460       , 469       , 1609       , 3829          , 4010         , 3471         ,          ,            
NASDAQ, 1979-01-11, 491       , 351       , 1696       , 4702          , 2208         , 3260         ,          ,            
NASDAQ, 1979-01-12, 766       , 202       , 1571       , 7906          , 1685         , 3589         ,          ,            
NASDAQ, 1979-01-15, 534       , 304       , 1701       , 4345          , 2678         , 3957         ,          ,            
NASDAQ, 1979-01-16, 356       , 570       , 1614       , 3050          , 5233         , 3147         ,          ,            
NASDAQ, 1979-01-17, 325       , 507       , 1707       , 3492          , 3277         , 3881         ,          ,            
NASDAQ, 1979-01-18, 585       , 225       , 1730       , 6087          , 1073         , 2980         ,          ,            
NASDAQ, 1979-01-19, 523       , 258       , 1757       , 4912          , 1885         , 3763         ,          ,            
NASDAQ, 1979-01-22, 424       , 364       , 1751       , 3454          , 2029         , 3987         ,          ,            
NASDAQ, 1979-01-23, 589       , 240       , 1709       , 6806          , 1942         , 3702         ,          ,            
NASDAQ, 1979-01-24, 430       , 457       , 1650       , 4043          , 5087         , 4260         ,          ,            
NASDAQ, 1979-01-25, 639       , 249       , 1651       , 7905          , 1763         , 3362         ,          ,            
NASDAQ, 1979-01-26, 606       , 241       , 1692       , 5878          , 1585         , 4517         ,          ,            
NASDAQ, 1979-01-29, 369       , 456       , 1714       , 3714          , 3008         , 3328         ,          ,            
NASDAQ, 1979-01-30, 379       , 449       , 1716       , 2909          , 3913         , 4178         ,          ,            
NASDAQ, 1979-01-31, 280       , 622       , 1643       , 2457          , 4747         , 3676         ,          ,            
NASDAQ, 1979-02-01, 346       , 469       , 1729       , 3560          , 2803         , 3857         ,          ,            
NASDAQ, 1979-02-02, 406       , 339       , 1789       , 3574          , 2487         , 3949         ,          ,            
NASDAQ, 1979-02-05, 211       , 820       , 1512       , 1746          , 6001         , 3043         ,          ,            
NASDAQ, 1979-02-06, 331       , 509       , 1703       , 3171          , 2925         , 3734         ,          ,            
NASDAQ, 1979-02-07, 223       , 847       , 1471       , 2420          , 6299         , 2601         ,          ,            
NASDAQ, 1979-02-08, 524       , 275       , 1742       , 3968          , 2975         , 2557         ,          ,            
NASDAQ, 1979-02-09, 464       , 285       , 1791       , 3815          , 2037         , 3548         ,          ,            
NASDAQ, 1979-02-12, 361       , 355       , 1825       , 3198          , 1900         , 2962         ,          ,            
NASDAQ, 1979-02-13, 597       , 234       , 1710       , 5416          , 1847         , 4157         ,          ,            
NASDAQ, 1979-02-14, 357       , 438       , 1747       , 3175          , 4008         , 3757         ,          ,            
